Image,ID,Length,Name,Description,,
,CID_325_Athena_Commando_M_WavyMan,33,Bendie,Plagued by uncontrollable fits of bending.,,
,CID_326_Athena_Commando_F_WavyMan,33,Twistie,"Partially inflated, and ready to flop to the top.",,
,CID_327_Athena_Commando_M_BlueMystery,37,Cobalt,Search and destroy.,,
,CID_328_Athena_Commando_F_Tennis,32,Volley Girl,"If you get served, it's not her fault.",,
,CID_329_Athena_Commando_F_SnowNinja,35,Snowstrike,"Strike swiftly, and always leave your mark.",,
,CID_330_Athena_Commando_F_IceQueen,34,The Ice Queen,Long live the queen.,,
,CID_331_Athena_Commando_M_Taxi,30,Cabbie,First to the fare. First to the finishline.,,
,CID_332_Athena_Commando_M_Prisoner,34,The Prisoner,"Unchained, and out to restore balance.",,
,CID_333_Athena_Commando_M_Squishy,33,Marshmello,"Start the party.
Reactive: Lights up while using musical emotes.",,
,CID_334_Athena_Commando_M_Scrapyard,35,Kitbash,Show 'em what you're made of.,,
,CID_335_Athena_Commando_F_Scrapyard,35,Sparkplug,Scrap the competition.,,
,CID_336_Athena_Commando_M_DragonMask,36,Firewalker,Fueled by flames.,,
,CID_337_Athena_Commando_F_Celestial,35,Galaxy Scout,Discover victory in the stars.,,
,CID_338_Athena_Commando_M_DumplingMan,37,Bao Bros,Steamed up and ready for action.,,
,CID_339_Athena_Commando_M_RobotTrouble,38,Revolt,Conquer the system.,,
,CID_340_Athena_Commando_F_RobotTrouble,38,Rebel,Oppose the establishment.,,
,CID_341_Athena_Commando_F_SkullBrite,36,Skully,Accept nothing less than stylish domination.,,
,CID_342_Athena_Commando_M_StreetRacerMetallic,45,Honor Guard,Battle with honor.,,
,CID_343_Athena_Commando_M_CupidDark,35,Fallen Love Ranger,Love hurts.,,
,CID_344_Athena_Commando_M_IceCream,34,Lil Whip,"Whipped up, and ready to serve.",,
,CID_345_Athena_Commando_M_LoveLlama,35,Heartbreaker,"Roses are red, violets are blue, victory is sweet, but not without you.",,
,CID_346_Athena_Commando_M_DragonNinja,37,Hybrid,Become the dragon.,,
,CID_347_Athena_Commando_M_PirateProgressive,43,Blackheart,The dreaded captain of the stormy seas.,,
,CID_348_Athena_Commando_F_Medusa,32,Sidewinder,Coiled and ready to strike gold.,,
,CID_349_Athena_Commando_M_Banana,32,Peely,"Go bananas.
Reactive: Ripens, changing color over time in a match.",,
,CID_350_Athena_Commando_M_MasterKey,35,Master Key,Unlock your true potential. The key lies within.,,
,CID_351_Athena_Commando_F_FireElf,33,Ember,Take steady aim with hands of flame.,,
,CID_352_Athena_Commando_F_Shiny,31,Luxe,Don't try me. I'm unstoppable.,,
,CID_353_Athena_Commando_F_Bandolier,35,Bandolette,Unrivaled ambush predator of the jungle.,,
,CID_354_Athena_Commando_M_MunitionsExpert,41,Munitions Major,Fire in the hole!,,
,CID_355_Athena_Commando_M_Farmer,32,Hayseed,Roll up your sleeves and battle the field.,,
,CID_356_Athena_Commando_F_Farmer,32,Sunflower,Certified organic.,,
,CID_357_Athena_Commando_M_OrangeCamo,36,Hypernova,Undeniable.,,
,CID_358_Athena_Commando_M_Aztec,31,Mezmer,All eyes are on you.,,
,CID_359_Athena_Commando_F_Aztec,31,Sunbird,"Fly in light, and eclipse the sun.",,
,CID_360_Athena_Commando_M_TechOpsBlue,37,Carbon Commando,Redefining state of the art.,,
,CID_361_Athena_Commando_M_BandageNinja,38,Kenji,Strike from the shadows.,,
,CID_362_Athena_Commando_F_BandageNinja,38,Kuno,Master the art of deception.,,
,CID_363_Athena_Commando_M_SciOps,32,Axiom,Envision the win.,,
,CID_364_Athena_Commando_F_SciOps,32,Psion,Mind over matter.,,
,CID_365_Athena_Commando_M_LuckyRider,36,Lucky Rider,Ride on and make your own luck.,,
,CID_366_Athena_Commando_M_Tropical,34,Marino,Tame the tropics.,,
,CID_367_Athena_Commando_F_Tropical,34,Laguna,Storm the beach.,,
,CID_369_Athena_Commando_F_DevilRock,35,Malice,Misery is her playground.,,
,CID_370_Athena_Commando_M_EvilSuit,34,Inferno,Ignite your inner fire.,,
,CID_371_Athena_Commando_M_SpeedyMidnight,40,Dark Vertex,Return from the darkness. ,,
,CID_372_Athena_Commando_F_Pirate01,34,Buccaneer,Sail the salty seas.,,
,CID_373_Athena_Commando_M_Pirate01,34,Sea Wolf,Howl at the sea.,,
,CID_376_Athena_Commando_M_DarkShaman,36,Shaman,Embody the spirit of victory.,,
,CID_377_Athena_Commando_F_DarkShaman,36,Nightwitch,Rise with the moon.,,
,CID_378_Athena_Commando_M_FurnaceFace,37,Ruin,All will fall.,,
,CID_379_Athena_Commando_M_BattleHoundFire,41,Molten Battle Hound,Release the molten hound!,,
,CID_380_Athena_Commando_F_DarkViking_Fire,41,Molten Valkyrie,A fiery revelation.,,
,CID_381_Athena_Commando_F_BaseballKitbash,41,Fastball,Another victory is on deck.,,
,CID_382_Athena_Commando_M_BaseballKitbash,41,Slugger,Batter up!,,
,CID_383_Athena_Commando_F_Cacti,31,Prickly Patroller,Just a cactus being a cactus.,,
,CID_384_Athena_Commando_M_StreetAssassin,40,Red Strike,"Often challenged, never bested.",,
,CID_385_Athena_Commando_M_PilotSkull,36,Supersonic,Approaching mach speed.,,
,CID_386_Athena_Commando_M_StreetOpsStealth,42,Stealth Reflex,Protect your turf.,,
,CID_387_Athena_Commando_F_Golf,30,Birdie,No mulligans required.,,
,CID_388_Athena_Commando_M_TheBomb,33,Splode,Countdown to a big boom!,,
,CID_389_Athena_Commando_F_SpaceBunny,36,Gemini,Prepare for interstellar hop.,,
,CID_390_Athena_Commando_M_EvilBunny,35,Nitehare,Hopping straight out of your nightmares.,,
,CID_391_Athena_Commando_M_HoppityHeist,38,Hopper,Hop into the heist.,,
,CID_392_Athena_Commando_F_BountyBunny,37,Pastel,Spring into action.,,
,CID_393_Athena_Commando_M_Shiny,31,Sterling,Shine like a diamond.,,
,CID_394_Athena_Commando_M_MoonlightAssassin,43,Luminos,From the dark side to the light.,,
,CID_395_Athena_Commando_F_ShatterFly,36,Dream,Light breaks through.,,
,CID_396_Athena_Commando_F_Swashbuckler,38,Daring Duelist,En garde!,,
,CID_397_Athena_Commando_F_TreasureHunterFashion,47,Aura,Get the goods in style.,,
,CID_398_Athena_Commando_M_TreasureHunterFashion,47,Guild,On the path to riches. ,,
,CID_399_Athena_Commando_F_AshtonBoardwalk,41,Black Widow Outfit,Whatever it takes.,,
,CID_400_Athena_Commando_M_AshtonSaltLake,40,Star-Lord Outfit,"Do something good, something bad, a bit of both!",,
,CID_401_Athena_Commando_M_Miner,31,Cole,It's a dirty job but somebody's gotta do it.,,
,CID_403_Athena_Commando_M_Rooster,33,Sentinel,A new era rises. ,,
,CID_404_Athena_Commando_F_BountyHunter,38,Vega,A lone force of vengeance. ,,
,CID_405_Athena_Commando_F_Masako,32,Demi,Armed with power of the dragon. ,,
,CID_406_Athena_Commando_M_StormTracker,38,Stratus,Venture into the eye of danger.,,
,CID_407_Athena_Commando_M_BattleSuit,36,Vendetta,Upgrade and override. ,,
,CID_408_Athena_Commando_F_StrawberryPilot,41,Rox,Keep it fresh.,,
,CID_409_Athena_Commando_M_BunkerMan,35,Bunker Jonesy,Debunk'd.,,
,CID_410_Athena_Commando_M_CyberScavenger,40,Ether,Infiltrate and conquer.,,
,CID_411_Athena_Commando_F_CyberScavenger,40,Versa,Mastermind for hire. ,,
,CID_412_Athena_Commando_F_Raptor,32,Velocity,Royale Air Force flying ace. ,,
,CID_413_Athena_Commando_M_StreetDemon,37,Cryptic,Master of mystery. ,,
,CID_414_Athena_Commando_F_MilitaryFashion,41,Bracer,"Advanced tactics, classic cool. ",,
,CID_415_Athena_Commando_F_AssassinSuit,38,Sofia,The assassin's assassin. ,,
,CID_416_Athena_Commando_M_AssassinSuit,38,John Wick,Every action has consequences.,,
,CID_418_Athena_Commando_F_Geisha,32,Takara,Agent of influence and intrigue. ,,
,CID_419_Athena_Commando_M_Pug,29,Doggo,Who's a good boy?,,
,CID_420_Athena_Commando_F_WhiteTiger,36,Wilde,More than a little wild. ,,
,CID_421_Athena_Commando_M_MaskedWarrior,39,Scimitar,Razor sharp and battle ready. ,,
,CID_422_Athena_Commando_F_MaskedWarrior,39,Sandstorm,Timeless warrior. ,,
,CID_423_Athena_Commando_F_Painter,33,Clutch,Clutch under pressure.,,
,CID_424_Athena_Commando_M_Vigilante,35,Grind,Greatness is forever.,,
,CID_425_Athena_Commando_F_CyberRunner,37,Synapse,Two steps ahead of the competition.,,
,CID_426_Athena_Commando_F_DemonHunter,37,Callisto,"Demons, creeps, and monsters beware.",,
,CID_427_Athena_Commando_M_DemonHunter,37,Asmodeus,Stare down your enemies.,,
,CID_428_Athena_Commando_M_UrbanScavenger,40,Shot Caller,It's your move. Take your shot.,,
,CID_429_Athena_Commando_F_NeonLines,35,Breakpoint,Disrupt. Distract. Dominate.,,
,CID_430_Athena_Commando_M_StormSoldier,38,Tempest,Consumed by the storm. Back for revenge.,,
,CID_431_Athena_Commando_F_StormPilot,36,Bolt,Fearless stormfighter.,,
,CID_432_Athena_Commando_M_BalloonHead,37,Airhead,Pop into action.,,
,CID_433_Athena_Commando_F_TacticalDesert,40,Desert Dominator,Battle tested munitions expert.,,
,CID_434_Athena_Commando_F_StealthHonor,38,Wonder,Inspire wonder.,,
,CID_435_Athena_Commando_M_MunitionsExpertGreenPlastic,53,Plastic Patroller,Toy with the competition.,,
,CID_436_Athena_Commando_M_ReconSpecialist,41,Relay,Keep the line clear.,,
,CID_437_Athena_Commando_F_AztecEclipse,38,Shadowbird,"Fly in light, live in the eclipse.",,
,CID_438_Athena_Commando_M_WinterGhoulEclipse,44,Perfect Shadow,Become the ominous shadow.,,
,CID_439_Athena_Commando_F_SkullBriteEclipse,43,Shadow Skully,Eclipse the world with stylish domination.,,
,CID_440_Athena_Commando_F_BullseyeGreenPlastic,46,Toy Trooper,Molded for victory.,,
,CID_441_Athena_Commando_F_CyberScavengerBlue,44,Neo Versa,Elite chaser for hire. ,,
,CID_442_Athena_Commando_F_BannerA,33,Banner Trooper,Customize your look by choosing a Banner and color in your Locker.,,
,CID_443_Athena_Commando_F_BannerB,33,Sgt. Sigil,Customize your look by choosing a Banner and color in your Locker.,,
,CID_444_Athena_Commando_F_BannerC,33,Branded Brigadier,Customize your look by choosing a Banner and color in your Locker.,,
,CID_445_Athena_Commando_F_BannerD,33,Marked Marauder,Customize your look by choosing a Banner and color in your Locker.,,
,CID_446_Athena_Commando_M_BannerA,33,Symbol Stalwart,Customize your look by choosing a Banner and color in your Locker.,,
,CID_447_Athena_Commando_M_BannerB,33,Signature Sniper,Customize your look by choosing a Banner and color in your Locker.,,
,CID_448_Athena_Commando_M_BannerC,33,Branded Brawler,Customize your look by choosing a Banner and color in your Locker.,,
,CID_449_Athena_Commando_M_BannerD,33,Lt. Logo,Customize your look by choosing a Banner and color in your Locker.,,
,CID_450_Athena_Commando_F_Butterfly,35,Flutter,Take flight. ,,
,CID_451_Athena_Commando_M_Caterpillar,37,Pillar,This isn't even my final form.,,
,CID_452_Athena_Commando_F_CyberFu,33,Focus,Visualize the future.,,
,CID_453_Athena_Commando_F_GlowBro,33,Nitebeam,Beaming with luminous energy. ,,
,CID_454_Athena_Commando_M_GlowBro,33,Flare,Burn bright. ,,
,CID_455_Athena_Commando_F_Jellyfish,35,Starfish,Queen of the reef. ,,
,CID_456_Athena_Commando_F_Sarong,32,Doublecross,Never turn your back.,,
,CID_457_Athena_Commando_F_SpaceGirl,35,Dare,Dare to dream.,,
,CID_458_Athena_Commando_M_TechMage,34,Vector,"Control the variables, control the battle. ",,
,CID_459_Athena_Commando_F_Zodiac,32,Biz,"Nothing personal, it's just business.",,
,CID_460_Athena_Commando_F_BriteBomberSummer,43,Beach Bomber,Make the beach party brite!,,
,CID_461_Athena_Commando_M_DriftSummer,37,Summer Drift,Drifting through the sunshine. ,,
,CID_462_Athena_Commando_M_HeistSummer,37,Heist,Get in. Get out. Get paid.,,
,CID_463_Athena_Commando_M_Hairy,31,Bigfoot,International man of mystery. ,,
,CID_464_Athena_Commando_M_Flamingo,34,King Flamingo,Some of us were born to fly...,,
,CID_465_Athena_Commando_M_PuffyVest,35,Gage,Instigate. Escalate. Overcome. ,,
,CID_466_Athena_Commando_M_WeirdObjectsCreature,46,Demogorgon,Turn the battle upside down. ,,
,CID_467_Athena_Commando_M_WeirdObjectsPolice,44,Chief Hopper,Hawkins PD's finest. ,,
,CID_468_Athena_Commando_F_TennisWhite,37,Match Point,Serving with skill.,,
,CID_469_Athena_Commando_F_BattleSuit,36,Singularity,The first and the last. ,,
,CID_470_Athena_Commando_M_Anarchy,33,Anarchy Agent,Go your own way. ,,
,CID_471_Athena_Commando_F_Bani,30,Bachii,Adorably mysterious.,,
,CID_472_Athena_Commando_F_CyberKarate,37,Tsuki,Unpredictable and unforgiving.,,
,CID_473_Athena_Commando_M_CyberKarate,37,Copper Wasp,Karate master known for his vicious sting. ,,
,CID_474_Athena_Commando_M_Lasagna,33,Major Lazer,Peace is the mission. ,,
,CID_475_Athena_Commando_M_Multibot,34,Mecha Team Leader,Some assembly required. ,,
,CID_476_Athena_Commando_F_FutureBiker,37,Mika,Riding into the future.,,
,CID_477_Athena_Commando_F_SpaceSuit,35,Astro Assassin,Out of this atmosphere.,,
,CID_478_Athena_Commando_F_WorldCup,34,World Warrior,Take home the prize. ,,
,CID_479_Athena_Commando_F_Davinci,33,Glow,The aura of victory glows bright.,,
,CID_480_Athena_Commando_F_Bubblegum,35,Bubble Bomber,Candy-colored commando.,,
,CID_481_Athena_Commando_F_Geode,31,Facet,Multifaceted combat specialist.,,
,CID_482_Athena_Commando_F_PizzaPit,34,PJ Pepperoni,"Cozy combat, fresh to your door. ",,
,CID_483_Athena_Commando_F_GraffitiRemix,39,Tilted Teknique,"Tag, you're it.",,
,CID_484_Athena_Commando_M_KnightRemix,37,Ultima Knight,Get the last word.,,
,CID_485_Athena_Commando_F_SparkleRemix,38,Sparkle Supreme,The supreme queen of sparkle.,,
,CID_486_Athena_Commando_F_StreetRacerDrift,42,Catalyst,Alter the paradigm.,,
,CID_487_Athena_Commando_M_DJRemix,33,Y0ND3R,Party like there's no tomorrow.,,
,CID_488_Athena_Commando_M_RustRemix,35,X-Lord,Ransack every dimension.,,
,CID_489_Athena_Commando_M_VoyagerRemix,38,Eternal Voyager,From beyond the shadows of the galaxy's edge.,,
,CID_490_Athena_Commando_M_BlueBadass,36,Bravo Leader,Take point.,,
,CID_491_Athena_Commando_M_BoneWasp,34,Bone Wasp,Beware the wasp.,,
,CID_492_Athena_Commando_M_Bronto,32,Bronto,Eating plants and takin' names.,,
,CID_493_Athena_Commando_F_JurassicArchaeology,45,Crystal,"Clarity, wits, and vision.",,
,CID_494_Athena_Commando_M_MechPilotShark,40,B.R.U.T.E. Navigator,Precision and determination.,,
,CID_495_Athena_Commando_F_MechPilotShark,40,B.R.U.T.E. Gunner,Navigation and execution.,,
,CID_496_Athena_Commando_M_SurvivalSpecialist,44,Grit,The will and skill to outlast.,,
,CID_497_Athena_Commando_F_WildWest,34,Rio Grande,Brave the untamed wilds.,,
,CID_498_Athena_Commando_M_WildWest,34,Frontier,Rustle 'em up and head out.,,
,CID_499_Athena_Commando_F_AstronautEvil,39,Corrupted Voyager,Spread the corruption. ,,
,CID_501_Athena_Commando_M_FrostMystery,38,Hot Zone,Turn up the heat. ,,
,CID_502_Athena_Commando_F_Reverb,32,Freestyle,Follow the beat. Secure the win. ,,
,CID_503_Athena_Commando_F_TacticalWoodlandFuture,48,Recon Ranger,Expert field intel ranger. ,,
,CID_504_Athena_Commando_M_Lopex,31,Fennix,Never outfoxed. ,,
,CID_505_Athena_Commando_M_MilitiaMascotBurger,45,Gutbomb,A good burger gone bad...,,
,CID_506_Athena_Commando_M_MilitiaMascotTomato,45,Hothouse ,You feelin' the heat?,,
,CID_507_Athena_Commando_M_StarWalker,36,Infinity,Victory is in the stars. ,,
,CID_508_Athena_Commando_M_Syko,30,Oppressor,"Out of time, and out for vengeance. ",,
,CID_509_Athena_Commando_M_WiseMaster,36,Shifu,Master of harmonious victory.,,
,CID_510_Athena_Commando_F_AngelEclipse,38,Shadow Ark,Victory no matter the cost.,,
,CID_511_Athena_Commando_M_CubePaintWildCard,43,Dark Wild Card,Deal a little darkness. ,,
,CID_512_Athena_Commando_F_CubePaintRedKnight,44,Dark Red Knight ,Protector of the infinite realm. ,,
,CID_513_Athena_Commando_M_CubePaintJonesy,41,Dark Jonesy,He has seen beyond the darkness...,,
,CID_514_Athena_Commando_F_ToxicKitty,36,Catastrophe,Sharpen your claws.,,
,CID_515_Athena_Commando_M_BarbequeLarry,39,Psycho Bandit,Heyo!,,
,CID_516_Athena_Commando_M_BlackWidowRogue,41,Rogue Spider Knight,Weave a web of destruction. ,,
,CID_517_Athena_Commando_M_DarkEagleFire,39,Molten Omen,Your victory has been burned in fate.,,
,CID_518_Athena_Commando_M_WWII_PilotSciFi,41,Aeronaut,Journey beyond the edge of the sky.,,
,CID_519_Athena_Commando_M_RaptorBlackOps,40,Vulture,Loom over the competition. ,,
,CID_520_Athena_Commando_M_PaddedArmor,37,Sledge,Make an impact. ,,
,CID_521_Athena_Commando_M_TacticalBiker,39,Hard Charger ,Gassed up and ready to ride. ,,
,CID_522_Athena_Commando_M_Bullseye,34,Sureshot,His aim is true. ,,
,CID_523_Athena_Commando_F_Cupid,31,Stoneheart,Statuesque love warrior.,,
,CID_524_Athena_Commando_F_FutureBikerWhite,42,Payback,It's time to strike back. ,,
,CID_525_Athena_Commando_F_LemonLime,35,Limelight,Bold trendsetter with a sour twist. ,,
,CID_526_Athena_Commando_F_DesertOpsSwamp,40,Swamp Stalker,Master of the mire. ,,
,CID_527_Athena_Commando_F_StreetFashionRed,42,Ruby,Sometimes you gotta shine. ,,
,CID_528_Athena_Commando_M_BlackMondayHouston_7DGBT,50,Batman Comic Book Outfit,The World’s Greatest Detective.,,
,CID_529_Athena_Commando_M_BlackMondayKansas_HWD90,49,The Dark Knight Movie Outfit,The hero Gotham deserves.,,
,CID_530_Athena_Commando_F_BlackMonday_1BV6J,43,Catwoman Comic Book Outfit,Gotham’s Feline Femme Fatale.,,
,CID_531_Athena_Commando_M_Sleepytime,36,Slumber ,It's time to say goodnight.,,
,CID_532_Athena_Commando_F_Punchy,32,Moxie,Put up your dukes. ,,
,CID_533_Athena_Commando_M_StreetUrchin,38,Toxic Tagger,"The world is your canvas, leave your mark. ",,
,CID_534_Athena_Commando_M_PeelyMech,35,P-1000,Peely-powered combat banandroid.,,
,CID_535_Athena_Commando_M_Traveler,34,Zorgoton,"Freed from the lab, and out for justice.",,
,CID_536_Athena_Commando_F_DurrburgerWorker,42,Sizzle Sgt. ,She's cookin' up a win. ,,
,CID_537_Athena_Commando_M_Jumpstart,35,Hotwire,Get amped. ,,
,CID_538_Athena_Commando_M_Taco,30,Guaco,"Stay crunchy, Guaco's comin...",,
,CID_539_Athena_Commando_F_StreetGothCandy,41,Starlie,Shine bright.,,
,CID_540_Athena_Commando_M_MeteorManRemix,40,The Scientist,His mission is unknown. ,,
,CID_541_Athena_Commando_M_GraffitiGold,38,Street Striker,Hustle hard and make the play.  ,,
,CID_542_Athena_Commando_F_CarbideFrostMystery,45,Danger Zone,Embrace danger.,,
,CID_543_Athena_Commando_M_LlamaHero,35,Bash,When good llamas go bad.,,
,CID_544_Athena_Commando_M_Kurohomura,36,Kurohomura,Born of fire and destined for greatness. ,,
,CID_545_Athena_Commando_F_SushiNinja,36,Red Jade,Summon your fighting spirit. ,,
,CID_546_Athena_Commando_F_TacticalRed,37,Manic,Show 'em your game face. ,,
,CID_547_Athena_Commando_F_Meteorwoman,37,The Paradigm,Her allegiance is unknown.,,
,CID_548_Athena_Commando_M_YellowCamoA,37,Snakepit,Fearless.,,
,CID_549_Athena_Commando_M_YellowCamoB,37,Knockout,Precise. ,,
,CID_550_Athena_Commando_M_YellowCamoC,37,Deadfall,Relentless.,,
,CID_551_Athena_Commando_M_YellowCamoD,37,Vice,Wild.,,
,CID_552_Athena_Commando_F_TaxiUpgrade,37,Slingshot,Race to win. ,,
,CID_553_Athena_Commando_M_BrightGunnerRemix,43,Brite Blaster,Life's a blast. ,,
,CID_554_Athena_Commando_F_MilitiaMascotCuddle,45,Ragsy,Say hello to your worst nightbear. ,,
,CID_556_Athena_Commando_F_RebirthDefaultA,41,Recruit,Standard issue combatant outfit. ,,
,CID_557_Athena_Commando_F_RebirthDefaultB,41,Recruit,Standard issue combatant outfit. ,,
,CID_558_Athena_Commando_F_RebirthDefaultC,41,Recruit,Standard issue combatant outfit. ,,
,CID_559_Athena_Commando_F_RebirthDefaultD,41,Recruit,Standard issue combatant outfit. ,,
,CID_560_Athena_Commando_M_RebirthDefaultA,41,Recruit,Standard issue combatant outfit. ,,
,CID_561_Athena_Commando_M_RebirthDefaultB,41,Recruit,Standard issue combatant outfit. ,,
,CID_562_Athena_Commando_M_RebirthDefaultC,41,Recruit,Standard issue combatant outfit. ,,
,CID_563_Athena_Commando_M_RebirthDefaultD,41,Recruit,Standard issue combatant outfit. ,,
,CID_564_Athena_Commando_M_TacticalFisherman,43,Turk vs Riptide,Hook your prey.,,
,CID_565_Athena_Commando_F_RockClimber,37,Journey vs Hazard,Time to climb.,,
,CID_566_Athena_Commando_M_CrazyEight,36,8-Ball vs Scratch,Rack 'em up!,,
,CID_567_Athena_Commando_F_RebirthMedic,38,Remedy vs Toxin,Take your medicine.,,
,CID_568_Athena_Commando_M_RebirthSoldier,40,TBD,TBD,,
,CID_570_Athena_Commando_M_SlurpMonster,38,Rippley vs Sludge,Drippy and dangerous.,,
,CID_571_Athena_Commando_F_Sheath,32,Cameo vs Chic,Make your appearance.,,
,CID_572_Athena_Commando_M_Viper,31,Fusion,Merged into one.,,
,CID_573_Athena_Commando_M_Haunt,31,Zero,Everything and nothing.,,
,CID_574_Athena_Commando_F_CubeRockerPunk,40,Dark Power Chord,Rock on in the darkness.,,
,CID_575_Athena_Commando_F_BulletBlue,36,Wavebreaker,Go against the tide.,,
,CID_576_Athena_Commando_M_CODSquadPlaid,39,Wrangler,"Round 'em up, and get movin'.",,
,CID_577_Athena_Commando_F_CODSquadPlaid,39,Rustler,Scuff up your boots.,,
,CID_578_Athena_Commando_F_Fisherman,35,Outcast,Reel 'em in. ,,
,CID_579_Athena_Commando_F_RedRidingRemix,40,Grim Fable,Once upon a time...,,
,CID_580_Athena_Commando_M_CuddleTeamDark,40,Snuggs,One broken bear.,,
,CID_581_Athena_Commando_M_DarkDino,34,Dark Rex,The dark king of the dino guard.,,
,CID_582_Athena_Commando_F_DarkDino,34,Dark Tricera Ops,Sink your teeth into darkness. ,,
,CID_583_Athena_Commando_F_NoshHunter,36,Jawbreaker,She's playing the most delicious game. ,,
,CID_584_Athena_Commando_M_Nosh,30,Teef,Life's chewy when you're born to chomp.,,
,CID_585_Athena_Commando_F_FlowerSkeleton,40,Catrina,The queen of the harvest.,,
,CID_586_Athena_Commando_F_PunkDevil,35,Haze,A dark star on the rise. ,,
,CID_587_Athena_Commando_M_DevilRock,35,Dominion,Set the world on fire. ,,
,CID_588_Athena_Commando_M_GoatRobe,34,Delirium,"Don't worry, it's only a nightmare...",,
,CID_589_Athena_Commando_M_SoccerZombieA,39,Sinister Striker,Represent your crypt in style.,,
,CID_590_Athena_Commando_M_SoccerZombieB,39,Midfield Monstrosity,Represent your crypt in style.,,
,CID_591_Athena_Commando_M_SoccerZombieC,39,Burial Threat,Represent your crypt in style.,,
,CID_592_Athena_Commando_M_SoccerZombieD,39,Soulless Sweeper,Represent your crypt in style.,,
,CID_593_Athena_Commando_F_SoccerZombieA,39,Decaying Dribbler,Represent your crypt in style.,,
,CID_594_Athena_Commando_F_SoccerZombieB,39,Putrid Playmaker,Represent your crypt in style.,,
,CID_595_Athena_Commando_F_SoccerZombieC,39,Fatal Finisher,Represent your crypt in style.,,
,CID_596_Athena_Commando_F_SoccerZombieD,39,Crypt Crosser,Represent your crypt in style.,,
,CID_597_Athena_Commando_M_Freak,31,Big Mouth,"Seeking victory, breath mints, and souls. ",,
,CID_598_Athena_Commando_M_Mastermind,36,Chaos Agent,Undermine the order from the shadows. ,,
,CID_599_Athena_Commando_M_Phantom,33,Wrath,Warden of the underworld.,,
,CID_600_Athena_Commando_M_SkeletonHunter,40,Deadeye,Bounty hunter from beyond the grave. ,,
,CID_601_Athena_Commando_F_Palespooky,36,Willow,A wandering spirit with unfinished business.,,
,CID_602_Athena_Commando_M_NanaSplit,35,Peely Bone,He's probably going to be fine. ,,
,CID_603_Athena_Commando_M_SpookyNeon,36,Blacklight,Fear the light.,,
,CID_604_Athena_Commando_F_Razor,31,Razor,"Reclaim your kingdom, one break at a time.",,
,CID_605_Athena_Commando_M_TourBus,33,Ninja,Watch and learn.,,
,CID_606_Athena_Commando_F_JetSki,32,Surf Rider,Protect the beaches.,,
,CID_607_Athena_Commando_M_JetSki,32,Wake Rider,Conquer the coast. ,,
,CID_608_Athena_Commando_F_ModernWitch,37,Hemlock,The future is witchy. ,,
,CID_609_Athena_Commando_M_Submariner,36,Trench Raider,Under the waves and out for vengeance. ,,
,CID_610_Athena_Commando_M_ShiitakeShaolin,41,Madcap,The master of mushrooms enters the fight. ,,
,CID_611_Athena_Commando_M_WeepingWoods,38,Bushranger,He's one scrappy little tree. ,,
,CID_611_M_WeepingWoods_Radish,29,Bushranger,He's one scrappy little tree. ,,
,CID_612_Athena_Commando_F_StreetOpsPink,39,Riley,The city is her playground. ,,
,CID_613_Athena_Commando_M_Columbus_7Y4QE,40,Imperial Stormtrooper,Wear the armor of an Imperial stormtrooper.,,
,CID_614_Athena_Commando_M_MissingLink,37,The Brat ,Relish the wins.,,
,CID_615_Athena_Commando_F_Bane,30,Sorana,She's here to crash the party. ,,
,CID_616_Athena_Commando_F_CavalryBandit,39,Hush,Silence the opposition. ,,
,CID_617_Athena_Commando_F_ForestQueen,37,The Autumn Queen,Ruler of the forest. ,,
,CID_618_Athena_Commando_M_ForestDweller,39,Terns,The spirit of the forest.,,
,CID_619_Athena_Commando_F_TechLlama,35,Brilliant Bomber,Show your shine. ,,
,CID_620_Athena_Commando_L_BigChuggus,36,Big Chuggus,Small chugguses need not apply.,,
,CID_621_Athena_Commando_M_BoneSnake,35,Sklaxis,Sssss. ,,
,CID_622_Athena_Commando_M_BulletBlue,36,Depth Dealer,Deep six the competition. ,,
,CID_623_Athena_Commando_M_Frogman,33,Stingray,Beware the silent sting of doom.,,
,CID_624_Athena_Commando_M_TeriyakiWarrior,41,Triggerfish,Stick it to 'em. ,,
,CID_625_Athena_Commando_F_PinkTrooper,37,Zadie,She's got her eyes on you. ,,
,CID_626_Athena_Commando_M_PinkTrooper,37,Metal Mouth,What lies behind that sinister smile?,,
,CID_627_Athena_Commando_F_SnufflesLeader,40,Bundles,Bundle up for the battle. ,,
,CID_628_Athena_Commando_M_HolidayTime,37,Yule Trooper,The holiday spirit is in your bones.,,
,CID_629_Athena_Commando_M_SnowGlobe,35,Globe Shaker,Make it snow.,,
,CID_630_Athena_Commando_M_Kane,30,Kane,Manic minty monster. ,,
,CID_631_Athena_Commando_M_GalileoKayak_VXLDB,44,Kylo Ren,Supreme Leader of the First Order.,,
,CID_632_Athena_Commando_F_GalileoZeppelin_SJKPW,47,Zorii Bliss,A scoundrel unable to remain neutral in the war between the First Order and the Resistance.,,
,CID_633_Athena_Commando_M_GalileoFerry_PA3E1,44,Finn,Former stormtrooper and now committed Resistance member.,,
,CID_634_Athena_Commando_F_GalileoRocket_ARVEH,45,Rey,"A scavenger, now studying the Jedi ways.",,
,CID_635_Athena_Commando_M_GalileoSled_FHJVM,43,Sith Trooper,Elite soldier of the First Order,,
